tip	date	distance	residual
RV2861_11-05-2011_Serengeti.fasta	2011.3561643835617	0.010412764561390224	-0.0015629396047359204
RV2811_24-04-2010_Morogoro.fasta	2010.309589041096	0.010085061461390224	-0.0015975439878940095
RV2777_15-12-2010_Pemba.fasta	2010.9534246575342	0.010321802761390223	-0.001541112107940775
RV2504_18-06-2003_Ngorongoro.fasta	2003.4602739726026	0.010539887861390224	7.754677317518173E-4
RV2783_28-02-2011_Newala.fasta	2011.158904109589	0.010537520161390222	-0.001382940267530143
RV2498_06-08-2008_Ulanga.fasta	2008.5956284153006	0.011598102138609777	3.9550002950981995E-4
RV2814_17-05-2010_Ulanga.fasta	2010.372602739726	0.011936182038609777	2.3592928438473902E-4
RV2815_27-09-2010_Kilombero.fasta	2010.7369863013698	0.011768716538609775	-3.358367462036847E-5
RV2816_28-09-2010_Kilombero.fasta	2010.7397260273972	0.011768716538609775	-3.435094874826815E-5
RV2499_05-08-2008_Ulanga.fasta	2008.5928961748634	0.011180638838609777	-2.1198092739685773E-5
RV2817_26-11-2010_Pemba.fasta	2010.9013698630138	0.011106670438609776	-7.416662222919056E-4
KX148205_1994_RWA	1994.5	0.007454420538609776	1.993704441320878E-4
LC029889_2009_UGA	2009.5	0.010971424961390223	-4.844509831119243E-4
SD706_2017_Serengeti.fasta	2017.5	0.013227758161390225	-4.6855823645829305E-4
SD709_08-09-2017_Serengeti.fasta	2017.6849315068494	0.012112544761390225	-0.0016355626400886905
SD714_14-04-2017_Serengeti.fasta	2017.282191780822	0.011718919761390225	-0.0019163983432935443
RV2773_26-10-2010_Kibaha.fasta	2010.8164383561643	0.011099355361390223	-7.251958015477896E-4
RV2483_28-09-2008_Serengeti.fasta	2008.74043715847	0.010964688561390223	-2.7846796848406477E-4
RV2500_23-11-2008_Serengeti.fasta	2008.8934426229507	0.011135948361390223	-1.5005812250976774E-4
RV2489_17-01-2009_Serengeti.fasta	2009.0438356164384	0.010885575861390225	-4.425489408234548E-4
RV2490_07-08-2008_Serengeti.fasta	2008.5983606557377	0.010885562761390223	-3.178045254601178E-4
RV2491_02-08-2008_Serengeti.fasta	2008.5846994535518	0.010801501061390224	-3.9804033670786526E-4
RV2493_31-07-2008_Serengeti.fasta	2008.5792349726776	0.010798850161390223	-3.991608812069884E-4
RV2485_28-09-2008_Serengeti.fasta	2008.74043715847	0.012598622461390223	0.0013554659315159357
RV3117_12-05-2012_Serengeti.fasta	2012.360655737705	0.009843039861390224	-0.0024139771878433185
RV2501_14-02-2004_Serengeti.fasta	2004.120218579235	0.010263924861390224	3.1468390754347403E-4
RV3128_16-06-2012_Serengeti.fasta	2012.4562841530055	0.010256816261390224	-0.0020269820091094112
SD670_11-04-2017_Serengeti.fasta	2017.2739726027398	0.012216454461390224	-0.0014165618209099565
RV2793_02-01-2011_Serengeti.fasta	2011.0027397260274	0.011787650861390223	-8.9074942242192E-5
RV2878_03-07-2011_Serengeti.fasta	2011.5013698630137	0.011623897261390225	-3.9247243351238185E-4
RV2885_24-07-2011_Serengeti.fasta	2011.558904109589	0.011708870361390225	-3.2361209019749794E-4
RV2887_25-07-2011_Serengeti.fasta	2011.5616438356165	0.011874329361390224	-1.5892036432528685E-4
RV2889_04-08-2011_Serengeti.fasta	2011.5890410958905	0.011537929661390224	-5.029928056039506E-4
RV2808_04-04-2010_Morogoro.fasta	2010.2547945205479	0.011618767161390224	-4.849280533690374E-5
RV2870_01-06-2011_Serengeti.fasta	2011.4136986301369	0.011450940861390225	-5.408760614209248E-4
RV2894_15-08-2011_Serengeti.fasta	2011.6191780821919	0.011705910261390224	-3.434522210104037E-4
RV2895_18-08-2011_Serengeti.fasta	2011.627397260274	0.011453830561390224	-5.978337433938802E-4
RV3051_13-10-2012_Serengeti.fasta	2012.7814207650274	0.012045697561390224	-3.2915686141416975E-4
RV3067_25-02-2013_Serengeti.fasta	2013.150684931507	0.012131330661390223	-3.4693805848323017E-4
RV3115_11-05-2012_Serengeti.fasta	2012.3579234972678	0.012049212761390224	-2.0703911009293564E-4
RV3119_17-05-2012_Serengeti.fasta	2012.3743169398906	0.011964558161390224	-2.962847765955699E-4
RV3110_30-04-2012_Serengeti.fasta	2012.327868852459	0.011877744161390223	-3.7009075483782766E-4
RV3150_24-03-2012_Serengeti.fasta	2012.2267759562842	0.011712281961390224	-5.072413780708562E-4
RV3134_19-07-2012_Serengeti.fasta	2012.5464480874316	0.011627519461390224	-6.815296748746251E-4
RV3137_21-07-2012_Serengeti.fasta	2012.551912568306	0.011708518461390224	-6.020610303755034E-4
RV3136_16-07-2012_Serengeti.fasta	2012.5382513661202	0.011787197861390224	-5.195557416232521E-4
RV2873_20-06-2011_Serengeti.fasta	2011.4657534246576	0.011368997361390224	-6.373977698502422E-4
RV2893_01-08-2011_Serengeti.fasta	2011.5808219178082	0.011368997361390224	-6.696232832203632E-4
RV2890_03-08-2011_Serengeti.fasta	2011.5863013698631	0.011456003761390224	-5.841514314760508E-4
RV2891_10-08-2011_Serengeti.fasta	2011.6054794520549	0.011456015861390225	-5.895102503710153E-4
RV3082_03-09-2013_Serengeti.fasta	2013.6712328767123	0.012043740161390223	-5.803106427762859E-4
RV2879_10-06-2011_Serengeti.fasta	2011.4383561643835	0.011366255861390223	-6.324665285716898E-4
RV2883_23-07-2011_Serengeti.fasta	2011.5561643835617	0.011533130561390223	-4.985846160695997E-4
RV3048_17-09-2012_Serengeti.fasta	2012.7103825136612	0.011701471161390224	-6.534886399021961E-4
RV3049_04-10-2012_Serengeti.fasta	2012.7568306010928	0.011701317861390224	-6.666499616600503E-4
RV3052_13-11-2012_Serengeti.fasta	2012.8661202185792	0.011875313561390224	-5.232613716783935E-4
RV3053_10-11-2012_Serengeti.fasta	2012.8579234972678	0.011875533161390225	-5.207462384270202E-4
RV3084_22-08-2013_Serengeti.fasta	2013.6383561643836	0.011788451461390225	-8.263920532419321E-4
RV3113_06-05-2012_Serengeti.fasta	2012.344262295082	0.011788967561390223	-4.6345842134057347E-4
RV3064_02-01-2013_Serengeti.fasta	2013.0027397260274	0.011698702861390223	-7.381330555787571E-4
RV3131_07-07-2012_Serengeti.fasta	2012.5136612021859	0.011867482761390224	-4.323842418691333E-4
RV3135_19-07-2012_Serengeti.fasta	2012.5464480874316	0.011867655661390223	-4.413934748746257E-4
RV2858_21-02-2011_Serengeti.fasta	2011.1397260273973	0.011608718061390223	-3.0637144863517735E-4
RV2906_09-09-2011_Serengeti.fasta	2011.6876712328767	0.011271730461390224	-7.968138742067855E-4
RV2867_22-05-2011_Serengeti.fasta	2011.386301369863	0.011358245961390224	-6.258982201423728E-4
RV2882_23-07-2011_Serengeti.fasta	2011.5561643835617	0.011359209461390223	-6.725057160695998E-4
RV2892_12-08-2011_Serengeti.fasta	2011.6109589041096	0.011360626461390223	-6.86434198626705E-4
RV3114_06-05-2012_Serengeti.fasta	2012.344262295082	0.011189791161390223	-0.0010626348213405735
RV3066_22-02-2013_Serengeti.fasta	2013.1424657534246	0.011944862061390223	-5.311048360995309E-4
RV3111_29-04-2012_Serengeti.fasta	2012.3251366120219	0.011693474561390225	-5.535951770873314E-4
RV2789_22-10-2010_Serengeti.fasta	2010.805479452055	0.012849221661390223	0.0010277395949635868
RV2794_12-01-2011_Serengeti.fasta	2011.0301369863014	0.012464508561390223	5.801100164792555E-4
RV2810_23-04-2010_Morogoro.fasta	2010.3068493150686	0.012559091761390223	8.772535862337782E-4
RV2896_19-08-2011_Serengeti.fasta	2011.6301369863013	0.012559119061390223	5.066874824782193E-4
RV2792_07-01-2011_Serengeti.fasta	2011.0164383561644	0.012296562861390224	4.160006871185319E-4
RV2799_29-01-2011_Serengeti.fasta	2011.0767123287671	0.012345010161390224	4.4756795630562785E-4
RV3075_31-01-2013_Serengeti.fasta	2013.0821917808219	0.012892500061390224	4.334131947132634E-4
SD645_30-12-2016_Serengeti.fasta	2016.9945355191257	0.012891897161390223	-6.628613526232195E-4
SD678_06-10-2016_Serengeti.fasta	2016.7622950819673	0.012725444861390224	-7.642735438341697E-4
RV2786_20-06-2010_Serengeti.fasta	2010.4657534246576	0.012045192861390224	3.1885278681804095E-4
RV2797_30-01-2011_Serengeti.fasta	2011.0794520547945	0.012135242561390223	2.370330821777275E-4
RV2798_31-01-2011_Serengeti.fasta	2011.0821917808219	0.012134973561390225	2.3599680804993993E-4
RV3123_26-04-2012_Serengeti.fasta	2012.3169398907103	0.012559076861390224	3.1430265616404045E-4
RV3132_02-04-2012_Serengeti.fasta	2012.2513661202186	0.013315939461390225	0.001089529522175026
RV3129_25-06-2012_Serengeti.fasta	2012.48087431694	0.012558701861390223	2.6801699113646917E-4
RV3130_28-06-2012_Serengeti.fasta	2012.4890710382513	0.012558701861390223	2.6572145788509617E-4
RV3145_08-08-2012_Serengeti.fasta	2012.6010928961748	0.012469582061390224	1.45229370116148E-4
RV2909_12-11-2011_Serengeti.fasta	2011.86301369863	0.012472372261390224	3.547223816103007E-4
RV3050_02-09-2012_Serengeti.fasta	2012.6693989071039	0.012725439461390224	3.8195732635466946E-4
RV3070_27-02-2013_Serengeti.fasta	2013.1561643835616	0.012893849061390223	4.1404579326108186E-4
RV3138_16-07-2012_Serengeti.fasta	2012.5382513661202	0.012556929961390224	2.5017635837674794E-4
RV3088_25-04-2013_Serengeti.fasta	2013.3123287671233	0.012216148361390223	-3.0738953202675764E-4
RV2796_19-01-2011_Serengeti.fasta	2011.0493150684931	0.012380670161390224	4.909006975841804E-4
RV2859_01-03-2011_Serengeti.fasta	2011.1616438356164	0.012383191161390224	4.6196345834207016E-4
RV2868_06-06-2011_Serengeti.fasta	2011.427397260274	0.012383152661390224	3.874993679397979E-4
RV2880_02-07-2011_Serengeti.fasta	2011.4986301369863	0.012301528161390223	2.859257406154052E-4
RV2897_02-09-2011_Serengeti.fasta	2011.668493150685	0.012301528161390223	2.3835474468817883E-4
RV2888_29-07-2011_Serengeti.fasta	2011.572602739726	0.012292885461390225	2.5656663916322556E-4
RV3073_18-02-2013_Serengeti.fasta	2013.131506849315	0.012716554661390224	2.4365686041184602E-4
RV3085_06-09-2013_Serengeti.fasta	2013.6794520547944	0.012798248561390224	1.7189593484023824E-4
RV2866_15-04-2011_Serengeti.fasta	2011.2849315068493	0.014086401061390223	0.00213064602258836
RV2900_28-09-2011_Serengeti.fasta	2011.7397260273972	0.012722400661390224	6.392781173638982E-4
RV2903_05-10-2011_Serengeti.fasta	2011.7589041095891	0.012640855761390225	5.523622984688233E-4
RV3103_10-12-2011_Serengeti.fasta	2011.9397260273972	0.012306152761390224	1.6701920603021982E-4
RV3104_22-12-2011_Serengeti.fasta	2011.972602739726	0.012387734361390224	2.3939351649597887E-4
RV3151_03-01-2012_Serengeti.fasta	2012.0054644808743	0.012385269461390224	2.2772551971643636E-4
RV3078_26-05-2013_Serengeti.fasta	2013.3972602739725	0.013573340661390224	0.0010260172700095743
SD577_30-09-2015_Serengeti.fasta	2015.7452054794521	0.014212473061390223	0.0010075957424349677
SD577sg_30-09-2015_Serengeti.fasta	2015.7452054794521	0.014211571561390223	0.0010066942424349686
RV3092_16-12-2011_Serengeti.fasta	2011.9561643835616	0.013147945961390224	0.0010042087612630434
RV3093_22-12-2011_Serengeti.fasta	2011.972602739726	0.012981098361390223	8.327575164959779E-4
RV3105_22-03-2012_Serengeti.fasta	2012.22131147541	0.012979565361390224	7.615723774300216E-4
RV3107_09-04-2012_Serengeti.fasta	2012.2704918032787	0.012558698861390223	3.269326779217832E-4
RV3109_12-04-2012_Serengeti.fasta	2012.27868852459	0.012727829061390224	4.937673446705221E-4
RV3122_30-03-2012_Serengeti.fasta	2012.2431693989072	0.012645706261390223	4.2159185542639706E-4
RV3124_07-05-2012_Serengeti.fasta	2012.3469945355191	0.012645446661390225	3.9225550090893346E-4
PM015_09-11-2016_Pemba.fasta	2016.8551912568305	0.016069083461390223	0.0025533490126502315
PM024_14-05-2017_Pemba.fasta	2017.3643835616438	0.017632507661390222	0.0039741713328706844
RAB16033_07-10-2016_Pemba.fasta	2016.7650273224044	0.017778369061390225	0.004287885478415337
PM019_05-02-2017_Pemba.fasta	2017.0958904109589	0.015686609761390222	0.0021034662974008557
PM018_17-02-2017_Pemba.fasta	2017.1287671232876	0.014293661961390224	7.013112078665049E-4
SD681_08-09-2017_Serengeti.fasta	2017.6849315068494	0.013410650561390224	-3.374568400886912E-4
SD635_07-06-2016_Serengeti.fasta	2016.431693989071	0.013424266761390224	2.7134863971578146E-5
SD643_14-05-2017_Serengeti.fasta	2017.3643835616438	0.013763869261390223	1.0553293287068541E-4
SD620_20-02-2016_Serengeti.fasta	2016.136612021858	0.015898696161390224	0.0025842034610211173
SD622_15-02-2016_Serengeti.fasta	2016.122950819672	0.014036261161390224	7.255943497734788E-4
SUB7101_24-09-2015_Serengeti.fasta	2015.7287671232878	0.013763655061390224	5.633813872021453E-4
SD647_18-08-2016_Serengeti.fasta	2016.6284153005465	0.013681989461390225	2.2976476593840507E-4
SD601_17-12-2015_Serengeti.fasta	2015.958904109589	0.013940487161390224	6.757624604620139E-4
SD648_31-03-2017_Serengeti.fasta	2017.2438356164384	0.013830207761390224	2.0563149449638433E-4
RAB12005_09-05-2012_Pemba.fasta	2012.3524590163934	0.013765980861390224	0.0015112593454080538
